Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area,Index
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Whitefield Bangalore,1439 sqft,Under Construction,13 out of 22,Resale,Semi-Furnished,South,Pool,,3.0,0.0,2.0,Leasehold,1808 sqft,,,3013
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.53 Cr,1.53 Cr,Kharadi Pune,908 sqft,Under Construction,14 out of 16,Resale,Unfurnished,North,Club,Lake View Residency,3.0,3.0,2.0,Co-operative Society,1077 sqft,,,3014
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",55.1 Lac,55.1 Lac,Andheri West Mumbai,71 sqm,Ready to Move,2 out of 8,Resale,Semi-Furnished,North-East,Garden/Park,Sunrise Residency,4.0,3.0,2.0,Co-operative Society,961 sqft,,,3015
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",85.7 Lac,85.7 Lac,Baner Pune,791 sqft,Under Construction,1 out of 4,New Property,Semi-Furnished,West,Pool,Green Valley Residency,4.0,2.0,0.0,Freehold,928 sqft,,,3016
4 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.64 Cr,1.64 Cr,Dwarka Delhi,167 sqm,Under Construction,23 out of 24,Resale,Semi-Furnished,North-East,Pool,,1.0,0.0,,Leasehold,2192 sqft,,,3017
1 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.2 Cr,1.2 Cr,Dwarka Delhi,67 sqm,Ready to Move,Ground out of 16,Resale,Furnished,West,Main Road,,3.0,1.0,1.0,Leasehold,930 sqft,,,3018
2 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.85 Cr,1.85 Cr,Baner Pune,1147 sqft,Under Construction,1 out of 4,New Property,Semi-Furnished,East,Pool,,4.0,1.0,2.0,Power Of Attorney,1371 sqft,,,3019
2 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.8 Cr,1.8 Cr,Salt Lake Kolkata,1366 sqft,Ready to Move,11 out of 22,Resale,Semi-Furnished,East,,,1.0,,0.0,Leasehold,1551 sqft,,,3020
1 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.22 Cr,1.22 Cr,Vaishali Ghaziabad,1157 sqft,Under Construction,3 out of 3,New Property,Unfurnished,East,,Lake View Residency,2.0,2.0,1.0,Co-operative Society,1305 sqft,,,3021
3 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",97.7 Lac,97.7 Lac,Thane West Mumbai,1169 sqft,Under Construction,Ground out of 10,Resale,Unfurnished,,Pool,Green Valley Residency,4.0,2.0,1.0,Co-operative Society,1340 sqft,,,3022
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.11 Cr,1.11 Cr,Wakad Pune,1652 sqft,Under Construction,4 out of 7,New Property,Unfurnished,South-West,,Royal Enclave Residency,3.0,1.0,0.0,Leasehold,2093 sqft,,,3023
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Wakad Pune,1132 sqft,Ready to Move,10 out of 11,New Property,Furnished,North-East,Main Road,,4.0,0.0,2.0,Freehold,,,,3024
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.95 Cr,1.95 Cr,Kharadi Pune,1265 sqft,Under Construction,4 out of 6,Resale,Unfurnished,East,,Sunrise Residency,2.0,1.0,1.0,Power Of Attorney,,,,3025
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.04 Cr,1.04 Cr,Thane West Mumbai,89 sqm,Under Construction,6 out of 15,Resale,Semi-Furnished,South-West,Club,Maple Residency,2.0,2.0,2.0,Power Of Attorney,1058 sqft,,,3026
2 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",75.2 Lac,75.2 Lac,Wakad Pune,1040 sqft,Ready to Move,12 out of 16,Resale,Semi-Furnished,North,Club,Silver Oak Residency,1.0,1.0,2.0,Power Of Attorney,,,,3027
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",88.1 Lac,88.1 Lac,Gachibowli Hyderabad,1271 sqft,Under Construction,1 out of 1,New Property,Semi-Furnished,West,Club,Royal Enclave Residency,2.0,1.0,0.0,Leasehold,1580 sqft,,,3028
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.01 Cr,1.01 Cr,Gachibowli Hyderabad,1047 sqft,Ready to Move,20 out of 22,New Property,Furnished,,Club,Orchid Residency,3.0,0.0,1.0,Power Of Attorney,1305 sqft,,,3029
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",2.21 Cr,2.21 Cr,Vaishali Ghaziabad,136 sqm,Under Construction,19 out of 19,Resale,Unfurnished,East,Garden/Park,Lake View Residency,4.0,3.0,2.0,Co-operative Society,1886 sqft,,,3030
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.04 Cr,1.04 Cr,Whitefield Bangalore,1055 sqft,Under Construction,Ground out of 8,New Property,Unfurnished,North,Club,Royal Enclave Residency,3.0,0.0,1.0,Co-operative Society,1121 sqft,,,3031
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",76.2 Lac,76.2 Lac,Baner Pune,838 sqft,Under Construction,4 out of 6,Resale,Semi-Furnished,North,Main Road,,2.0,2.0,2.0,Leasehold,1055 sqft,,,3032
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.17 Cr,1.17 Cr,Andheri West Mumbai,1091 sqft,Ready to Move,8 out of 17,Resale,Semi-Furnished,East,Club,Maple Residency,4.0,3.0,1.0,Power Of Attorney,1301 sqft,,,3033
1 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",,2.76 Cr,Dwarka Delhi,1786 sqft,Under Construction,6 out of 6,New Property,Unfurnished,West,Main Road,,2.0,1.0,0.0,Co-operative Society,2089 sqft,,,3034
2 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.87 Cr,1.87 Cr,Gachibowli Hyderabad,1880 sqft,Under Construction,Ground out of 3,Resale,Furnished,South,Garden/Park,Silver Oak Residency,,3.0,,Power Of Attorney,2418 sqft,,,3035
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",71.2 Lac,71.2 Lac,Kharadi Pune,583 sqft,Under Construction,6 out of 10,Resale,Furnished,North-East,,Lake View Residency,2.0,2.0,2.0,Power Of Attorney,670 sqft,,,3036
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",47.2 Lac,47.2 Lac,Kondapur Hyderabad,400 sqft,Ready to Move,Ground out of 4,Resale,Furnished,South-West,Garden/Park,Palm Grove Residency,1.0,2.0,1.0,Freehold,429 sqft,,,3037
1 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.68 Cr,1.68 Cr,Gachibowli Hyderabad,2078 sqft,Ready to Move,12 out of 16,New Property,Semi-Furnished,West,Club,Royal Enclave Residency,3.0,3.0,1.0,Power Of Attorney,2540 sqft,,,3038
4 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",88.0 Lac,88.0 Lac,Indiranagar Bangalore,51 sqm,Under Construction,2 out of 8,Resale,Semi-Furnished,East,,Green Valley Residency,2.0,0.0,0.0,Leasehold,640 sqft,,,3039
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",91.0 Lac,91.0 Lac,Electronic City Bangalore,1475 sqft,Under Construction,7 out of 10,New Property,Furnished,,Main Road,,1.0,0.0,1.0,Co-operative Society,1735 sqft,,,3040
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,HSR Layout Bangalore,1150 sqft,Under Construction,20 out of 21,New Property,Furnished,East,Main Road,Silver Oak Residency,2.0,,1.0,Freehold,1240 sqft,,,3041
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.71 Cr,1.71 Cr,Powai Mumbai,1786 sqft,Under Construction,7 out of 19,Resale,Semi-Furnished,North-East,Garden/Park,,3.0,3.0,2.0,Leasehold,2306 sqft,,,3042
2 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",53.2 Lac,53.2 Lac,Sector 137 Noida,1168 sqft,Ready to Move,2 out of 2,New Property,Unfurnished,South-West,,,4.0,1.0,1.0,Co-operative Society,1419 sqft,,,3043
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.69 Cr,1.69 Cr,Baner Pune,102 sqm,Ready to Move,8 out of 14,Resale,Unfurnished,South-West,,,4.0,3.0,2.0,Power Of Attorney,1295 sqft,,,3044
2 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",74.7 Lac,74.7 Lac,Kondapur Hyderabad,736 sqft,Ready to Move,10 out of 13,New Property,Semi-Furnished,,Main Road,Maple Residency,1.0,1.0,1.0,Leasehold,945 sqft,,,3045
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",59.5 Lac,59.5 Lac,HSR Layout Bangalore,607 sqft,Ready to Move,3 out of 7,New Property,Unfurnished,,Pool,,4.0,3.0,2.0,Leasehold,,,,3046
2 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.17 Cr,1.17 Cr,Powai Mumbai,1240 sqft,Under Construction,8 out of 20,New Property,Furnished,,,,3.0,3.0,2.0,Freehold,1553 sqft,,,3047
1 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.73 Cr,1.73 Cr,Andheri West Mumbai,1489 sqft,Ready to Move,3 out of 3,New Property,Semi-Furnished,South,Pool,Sunrise Residency,4.0,2.0,1.0,Co-operative Society,1579 sqft,,,3048
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.76 Cr,1.76 Cr,Kharadi Pune,1182 sqft,Under Construction,2 out of 7,New Property,Furnished,South-West,Garden/Park,Green Valley Residency,2.0,3.0,1.0,Freehold,,,,3049
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.41 Cr,1.41 Cr,Whitefield Bangalore,1018 sqft,Under Construction,Ground out of 1,Resale,Semi-Furnished,,,,2.0,0.0,1.0,Co-operative Society,1088 sqft,,,3050
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Whitefield Bangalore,886 sqft,Ready to Move,18 out of 20,New Property,Furnished,North,Garden/Park,,1.0,1.0,1.0,Leasehold,1136 sqft,,,3051
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",2.3 Cr,2.3 Cr,Kharadi Pune,1918 sqft,Under Construction,5 out of 9,Resale,Semi-Furnished,North,,,4.0,2.0,1.0,Freehold,,,,3052
3 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",67.3 Lac,67.3 Lac,Miyapur Hyderabad,739 sqft,Under Construction,13 out of 20,Resale,Unfurnished,North-East,Main Road,,1.0,0.0,0.0,Co-operative Society,877 sqft,,,3053
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",39.8 Lac,39.8 Lac,Wakad Pune,565 sqft,Ready to Move,Ground out of 4,New Property,Semi-Furnished,East,,Lake View Residency,2.0,0.0,0.0,Power Of Attorney,661 sqft,,,3054
1 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.12 Cr,1.12 Cr,Dwarka Delhi,79 sqm,Ready to Move,Ground out of 11,New Property,Furnished,North-East,Main Road,Lake View Residency,,1.0,1.0,Freehold,,,,3055
4 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Rajarhat Kolkata,1627 sqft,Ready to Move,8 out of 9,Resale,Semi-Furnished,East,,,4.0,2.0,2.0,Leasehold,1861 sqft,,,3056
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",80.0 Lac,80.0 Lac,Wakad Pune,1022 sqft,Ready to Move,Ground out of 17,Resale,Furnished,West,Main Road,,3.0,1.0,1.0,Power Of Attorney,1245 sqft,,,3057
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",99.2 Lac,99.2 Lac,Electronic City Bangalore,1172 sqft,Ready to Move,Ground out of 2,Resale,Semi-Furnished,West,Club,,3.0,1.0,0.0,Power Of Attorney,1356 sqft,,,3058
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",68.6 Lac,68.6 Lac,Electronic City Bangalore,876 sqft,Under Construction,8 out of 17,Resale,Unfurnished,West,Pool,Orchid Residency,4.0,1.0,2.0,Leasehold,924 sqft,,,3059
2 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",62.3 Lac,62.3 Lac,Salt Lake Kolkata,651 sqft,Ready to Move,Ground out of 4,New Property,Furnished,South,Garden/Park,,2.0,0.0,0.0,Leasehold,695 sqft,,,3060
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",14.3 Lac,14.3 Lac,Rajarhat Kolkata,23 sqm,Ready to Move,19 out of 21,New Property,Unfurnished,North,Pool,,1.0,,1.0,Power Of Attorney,317 sqft,,,3061
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.04 Cr,1.04 Cr,Kondapur Hyderabad,109 sqm,Ready to Move,12 out of 21,Resale,Furnished,North-East,Pool,,2.0,0.0,2.0,Freehold,1249 sqft,,,3062
2 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",35.9 Lac,35.9 Lac,Rajarhat Kolkata,445 sqft,Ready to Move,11 out of 12,Resale,Furnished,North-East,Main Road,,3.0,0.0,,Freehold,478 sqft,,,3063
3 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",41.8 Lac,41.8 Lac,Gachibowli Hyderabad,585 sqft,Ready to Move,2 out of 6,New Property,Semi-Furnished,West,Club,Lake View Residency,3.0,3.0,2.0,Power Of Attorney,650 sqft,,,3064
4 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",27.6 Lac,27.6 Lac,Kondapur Hyderabad,296 sqft,Under Construction,7 out of 12,New Property,Unfurnished,North-East,Garden/Park,,3.0,3.0,1.0,Power Of Attorney,367 sqft,,,3065
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",88.6 Lac,88.6 Lac,New Town Kolkata,1123 sqft,Under Construction,Ground out of 20,Resale,Semi-Furnished,East,Club,Lake View Residency,4.0,0.0,1.0,Power Of Attorney,1213 sqft,,,3066
4 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",2.36 Cr,2.36 Cr,New Town Kolkata,1449 sqft,Ready to Move,2 out of 16,Resale,Furnished,North,Main Road,,4.0,3.0,2.0,Leasehold,1727 sqft,,,3067
1 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",32.2 Lac,32.2 Lac,Miyapur Hyderabad,39 sqm,Under Construction,4 out of 19,New Property,Unfurnished,East,Club,,2.0,2.0,1.0,Leasehold,517 sqft,,,3068
1 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",60.6 Lac,60.6 Lac,Dwarka Delhi,48 sqm,Under Construction,11 out of 21,New Property,Semi-Furnished,North,,,2.0,3.0,,Power Of Attorney,541 sqft,,,3069
1 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.77 Cr,1.77 Cr,Kharadi Pune,1386 sqft,Ready to Move,1 out of 13,New Property,Semi-Furnished,South,Garden/Park,Sunrise Residency,2.0,0.0,0.0,Freehold,1787 sqft,,,3070
4 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.71 Cr,1.71 Cr,Salt Lake Kolkata,1426 sqft,Under Construction,13 out of 23,Resale,Semi-Furnished,South,Main Road,Orchid Residency,2.0,3.0,2.0,Freehold,1757 sqft,,,3071
2 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",81.6 Lac,81.6 Lac,Sector 137 Noida,80 sqm,Under Construction,2 out of 2,New Property,Furnished,,Garden/Park,,1.0,2.0,1.0,Freehold,952 sqft,,,3072
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",69.0 Lac,69.0 Lac,Electronic City Bangalore,1061 sqft,Under Construction,2 out of 16,New Property,Unfurnished,South,Main Road,Maple Residency,1.0,,,Freehold,1149 sqft,,,3073
1 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.45 Cr,1.45 Cr,Rajarhat Kolkata,180 sqm,Under Construction,3 out of 19,Resale,Unfurnished,,Pool,Palm Grove Residency,4.0,0.0,1.0,Power Of Attorney,,,,3074
1 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",2.06 Cr,2.06 Cr,New Town Kolkata,1570 sqft,Ready to Move,4 out of 9,Resale,Unfurnished,West,Pool,Lake View Residency,1.0,0.0,1.0,Power Of Attorney,1941 sqft,,,3075
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.74 Cr,1.74 Cr,Vaishali Ghaziabad,135 sqm,Ready to Move,1 out of 2,Resale,Semi-Furnished,North,Club,Palm Grove Residency,4.0,3.0,1.0,Leasehold,1731 sqft,,,3076
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.53 Cr,1.53 Cr,Whitefield Bangalore,1262 sqft,Under Construction,6 out of 8,Resale,Furnished,,Main Road,Green Valley Residency,4.0,1.0,,Freehold,1622 sqft,,,3077
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",89.1 Lac,89.1 Lac,Andheri West Mumbai,826 sqft,Under Construction,10 out of 15,New Property,Semi-Furnished,,Club,Sunrise Residency,2.0,0.0,2.0,Freehold,901 sqft,,,3078
2 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",57.8 Lac,57.8 Lac,Sector 137 Noida,997 sqft,Under Construction,12 out of 14,Resale,Semi-Furnished,East,Club,,3.0,2.0,,Leasehold,1237 sqft,,,3079
1 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.17 Cr,1.17 Cr,Andheri West Mumbai,1297 sqft,Under Construction,1 out of 4,Resale,Unfurnished,North-East,Main Road,,4.0,3.0,2.0,Power Of Attorney,1675 sqft,,,3080
4 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.98 Cr,1.98 Cr,Indiranagar Bangalore,1692 sqft,Under Construction,2 out of 11,New Property,Semi-Furnished,West,Pool,,4.0,0.0,,Co-operative Society,2050 sqft,,,3081
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.6 Cr,1.6 Cr,Kondapur Hyderabad,1260 sqft,Under Construction,2 out of 20,New Property,Furnished,North,Garden/Park,Green Valley Residency,3.0,3.0,0.0,Freehold,1342 sqft,,,3082
4 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.31 Cr,1.31 Cr,New Town Kolkata,1210 sqft,Ready to Move,Ground out of 5,New Property,Unfurnished,,Garden/Park,,2.0,1.0,,Leasehold,1392 sqft,,,3083
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.91 Cr,1.91 Cr,Vaishali Ghaziabad,1199 sqft,Under Construction,15 out of 15,New Property,Furnished,West,,Maple Residency,4.0,2.0,0.0,Freehold,1539 sqft,,,3084
4 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.52 Cr,1.52 Cr,Salt Lake Kolkata,1290 sqft,Ready to Move,9 out of 9,Resale,Furnished,South,Garden/Park,Silver Oak Residency,4.0,0.0,1.0,Power Of Attorney,1578 sqft,,,3085
1 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.45 Cr,1.45 Cr,Thane West Mumbai,2370 sqft,Ready to Move,Ground out of 2,Resale,Unfurnished,West,,Royal Enclave Residency,2.0,3.0,1.0,Co-operative Society,,,,3086
1 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.16 Cr,1.16 Cr,Salt Lake Kolkata,88 sqm,Ready to Move,5 out of 11,New Property,Semi-Furnished,South,Main Road,Orchid Residency,,0.0,1.0,Co-operative Society,1005 sqft,,,3087
3 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.33 Cr,1.33 Cr,Kondapur Hyderabad,1751 sqft,Under Construction,2 out of 2,Resale,Semi-Furnished,West,Pool,,3.0,,1.0,Co-operative Society,1906 sqft,,,3088
3 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",35.3 Lac,35.3 Lac,Indiranagar Bangalore,282 sqft,Under Construction,1 out of 7,New Property,Semi-Furnished,,,Green Valley Residency,1.0,1.0,1.0,Freehold,336 sqft,,,3089
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.32 Cr,1.32 Cr,New Town Kolkata,107 sqm,Under Construction,1 out of 2,Resale,Furnished,South-West,,Palm Grove Residency,1.0,1.0,1.0,Power Of Attorney,1368 sqft,,,3090
1 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",72.4 Lac,72.4 Lac,HSR Layout Bangalore,782 sqft,Under Construction,7 out of 8,New Property,Unfurnished,North,Pool,Orchid Residency,4.0,0.0,0.0,Leasehold,974 sqft,,,3091
4 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.0 Cr,1.0 Cr,Wakad Pune,1949 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,South,Pool,,4.0,3.0,1.0,Co-operative Society,2443 sqft,,,3092
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.48 Cr,1.48 Cr,HSR Layout Bangalore,114 sqm,Ready to Move,17 out of 18,New Property,Semi-Furnished,South-West,Main Road,Green Valley Residency,3.0,0.0,,Freehold,1472 sqft,,,3093
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.09 Cr,1.09 Cr,Kharadi Pune,1204 sqft,Under Construction,2 out of 6,New Property,Semi-Furnished,East,Main Road,Orchid Residency,4.0,1.0,,Freehold,1297 sqft,,,3094
4 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",68.0 Lac,68.0 Lac,Wakad Pune,1067 sqft,Under Construction,11 out of 19,New Property,Unfurnished,,Club,,4.0,3.0,,Leasehold,1309 sqft,,,3095
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.66 Cr,2.66 Cr,HSR Layout Bangalore,1973 sqft,Ready to Move,2 out of 2,Resale,Unfurnished,,Pool,Lake View Residency,3.0,0.0,2.0,Power Of Attorney,2497 sqft,,,3096
1 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",61.9 Lac,61.9 Lac,Sector 62 Noida,571 sqft,Under Construction,Ground out of 5,New Property,Furnished,South-West,Club,Sunrise Residency,2.0,,2.0,Power Of Attorney,661 sqft,,,3097
1 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.16 Cr,1.16 Cr,Kharadi Pune,106 sqm,Ready to Move,13 out of 16,Resale,Furnished,North-East,Club,,3.0,,,Power Of Attorney,1360 sqft,,,3098
1 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",30.0 Lac,30.0 Lac,Sector 62 Noida,482 sqft,Under Construction,12 out of 24,Resale,Unfurnished,North-East,,Sunrise Residency,3.0,0.0,1.0,Co-operative Society,537 sqft,,,3099
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",83.4 Lac,83.4 Lac,Andheri West Mumbai,1192 sqft,Under Construction,Ground out of 6,New Property,Furnished,East,,Royal Enclave Residency,2.0,0.0,,Co-operative Society,1271 sqft,,,3100
1 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",2.2 Cr,2.2 Cr,Baner Pune,1357 sqft,Under Construction,1 out of 6,Resale,Semi-Furnished,South-West,Pool,Orchid Residency,4.0,3.0,,Freehold,1762 sqft,,,3101
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.28 Cr,1.28 Cr,Kharadi Pune,127 sqm,Under Construction,2 out of 9,New Property,Semi-Furnished,South-West,Pool,Lake View Residency,3.0,2.0,,Power Of Attorney,1760 sqft,,,3102
2 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",,Call for Price,Kondapur Hyderabad,568 sqft,Under Construction,Ground out of 21,New Property,Unfurnished,,Garden/Park,,4.0,1.0,1.0,Co-operative Society,683 sqft,,,3103
4 BHK Flat for Sale in Sector 62 Noida,"Spacious property with modern amenities, close to schools and markets.",65.9 Lac,65.9 Lac,Sector 62 Noida,94 sqm,Under Construction,16 out of 19,New Property,Semi-Furnished,West,Garden/Park,,1.0,3.0,2.0,Co-operative Society,1281 sqft,,,3104
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.29 Cr,1.29 Cr,Miyapur Hyderabad,106 sqm,Under Construction,2 out of 2,Resale,Unfurnished,South-West,Main Road,,,1.0,,Co-operative Society,1201 sqft,,,3105
1 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.39 Cr,1.39 Cr,Miyapur Hyderabad,2049 sqft,Under Construction,2 out of 8,New Property,Furnished,North-East,Club,,4.0,2.0,,Co-operative Society,2314 sqft,,,3106
1 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.11 Cr,1.11 Cr,Rajarhat Kolkata,1373 sqft,Under Construction,2 out of 18,New Property,Semi-Furnished,South-West,Pool,,1.0,3.0,,Freehold,1477 sqft,,,3107
1 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.19 Cr,1.19 Cr,Thane West Mumbai,111 sqm,Under Construction,13 out of 23,New Property,Semi-Furnished,West,Pool,,1.0,2.0,2.0,Power Of Attorney,1375 sqft,,,3108
